epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
113,15942.7,0.61189,0.86155,0.00963,0.63003,0.4765,0.51865,0.2961,1.7774,1.84427,0.04239,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,16083.6,0.61533,0.89468,0.00965,0.64184,0.47051,0.52457,0.29574,1.77421,1.84272,0.04225,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,16224.9,0.60452,0.84887,0.00941,0.64354,0.46853,0.51967,0.29535,1.77458,1.83515,0.04227,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,16363.7,0.60805,0.8569,0.00942,0.6509,0.46628,0.52293,0.29869,1.77288,1.83801,0.04228,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,16504.1,0.6081,0.84725,0.00953,0.65741,0.47427,0.53282,0.30695,1.7732,1.82458,0.04232,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,16644.3,0.6096,0.85731,0.00958,0.64597,0.47754,0.53312,0.30751,1.773,1.82451,0.04231,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,16785.1,0.60068,0.83159,0.0094,0.63585,0.48245,0.52382,0.30022,1.7673,1.82938,0.04215,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,16926.1,0.58943,0.82536,0.00925,0.64222,0.46711,0.52737,0.30203,1.76672,1.82595,0.04218,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,17066.6,0.6019,0.82807,0.00935,0.64075,0.4646,0.52068,0.29675,1.76802,1.82847,0.0422,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,17208.1,0.61104,0.83164,0.00951,0.63638,0.46447,0.5161,0.29364,1.76703,1.82371,0.04217,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,17349.8,0.58998,0.82051,0.00919,0.60821,0.48038,0.51573,0.29287,1.7672,1.81869,0.04217,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,17491.5,0.59091,0.81411,0.00918,0.61871,0.46907,0.51554,0.29312,1.76555,1.81955,0.04209,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,17632,0.58575,0.80512,0.00904,0.62125,0.47157,0.51954,0.29508,1.76302,1.82386,0.04204,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,17773.8,0.59386,0.78939,0.00912,0.62398,0.47432,0.51378,0.29114,1.76112,1.82994,0.04198,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,17915.1,0.57677,0.79947,0.00901,0.63083,0.47503,0.51815,0.29298,1.76156,1.82594,0.04197,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,18056.4,0.59144,0.79494,0.00909,0.62354,0.4774,0.5184,0.29315,1.76056,1.82577,0.04192,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,18198.3,0.58659,0.79182,0.00914,0.63147,0.47218,0.51867,0.29336,1.75823,1.82963,0.04184,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,18339.8,0.58155,0.79049,0.00908,0.62353,0.4706,0.5161,0.29386,1.7582,1.83254,0.04183,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,18480.4,0.57657,0.77552,0.00891,0.61747,0.47158,0.51597,0.2941,1.75716,1.83526,0.04184,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,18621.6,0.57808,0.77162,0.00895,0.61733,0.47351,0.51234,0.29176,1.76054,1.82927,0.04195,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
