epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
61,8805.8,0.64611,1.04414,0.01025,0.63303,0.46361,0.52925,0.29399,1.83525,1.88459,0.04387,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,8948.23,0.63781,1.03358,0.01005,0.62506,0.47242,0.51266,0.28387,1.82678,1.87418,0.0436,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,9091.79,0.64069,1.03387,0.01009,0.61058,0.45902,0.50193,0.27762,1.81052,1.87598,0.04323,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,9234.99,0.6382,1.01739,0.01005,0.61642,0.47984,0.51676,0.28527,1.81659,1.89209,0.04342,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,9377.71,0.64034,1.01843,0.01019,0.60283,0.4765,0.50177,0.27698,1.81052,1.9054,0.04322,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,9520.73,0.63067,0.99232,0.00998,0.56792,0.48925,0.51061,0.28564,1.81012,1.87544,0.04338,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,9661.45,0.62199,0.97996,0.00973,0.62301,0.48888,0.5293,0.2944,1.79228,1.86704,0.04273,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,9805.02,0.62497,0.96832,0.00975,0.64666,0.47579,0.5307,0.29409,1.79055,1.86428,0.04283,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,9947.04,0.6254,0.96984,0.00987,0.6408,0.4809,0.53081,0.29703,1.79438,1.86252,0.04282,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,10088.5,0.61747,0.94503,0.00976,0.62647,0.47897,0.524,0.29597,1.79788,1.86537,0.0431,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,10231.7,0.60886,0.93734,0.00959,0.57441,0.49805,0.51821,0.28967,1.80038,1.88765,0.04332,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,10374.4,0.61192,0.92425,0.00961,0.59871,0.49135,0.52725,0.29327,1.80505,1.87873,0.04333,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,10517.1,0.60941,0.91834,0.00962,0.58202,0.50502,0.52624,0.29268,1.81082,1.87695,0.04339,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,10658,0.60217,0.9117,0.00943,0.57737,0.51726,0.52755,0.29627,1.8097,1.87186,0.04323,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,10800.9,0.59916,0.90416,0.00947,0.62988,0.4841,0.53001,0.29785,1.80936,1.86282,0.04318,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,10943.7,0.59536,0.8903,0.00937,0.60894,0.50572,0.53114,0.29709,1.80041,1.851,0.04298,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,11086.8,0.59343,0.87223,0.00938,0.60947,0.49343,0.52422,0.28892,1.80718,1.85959,0.04321,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,11229.3,0.59365,0.86922,0.0093,0.65814,0.487,0.52791,0.29297,1.80582,1.86281,0.04316,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,11372.2,0.58153,0.87031,0.00908,0.62899,0.50313,0.5332,0.29811,1.80814,1.87004,0.04329,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,11514.2,0.59817,0.86565,0.00934,0.67356,0.47145,0.53198,0.29718,1.81216,1.87861,0.04348,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,11655.9,0.57718,0.83265,0.00901,0.62566,0.5048,0.53485,0.29854,1.8084,1.86718,0.04339,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,11799.2,0.57695,0.83863,0.00913,0.64428,0.47212,0.53244,0.30083,1.81241,1.86029,0.04345,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,11941.8,0.56938,0.83059,0.00893,0.64414,0.48252,0.5309,0.29775,1.80683,1.86491,0.04338,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,12084.6,0.56475,0.80882,0.00883,0.60473,0.50235,0.53668,0.30283,1.8019,1.85783,0.04315,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,12228.2,0.56884,0.80259,0.0089,0.60697,0.49747,0.5425,0.30791,1.80103,1.86774,0.04324,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
