epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
277,39353.8,0.44316,0.50268,0.00664,0.69244,0.47781,0.56042,0.32437,1.73419,1.79191,0.04156,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,39494.7,0.44225,0.49343,0.00663,0.69519,0.47457,0.55675,0.32298,1.73237,1.79602,0.04151,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,39635.7,0.44069,0.49063,0.00656,0.69557,0.47832,0.56038,0.3246,1.73355,1.79153,0.04158,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,39775.7,0.43486,0.48654,0.00648,0.69424,0.47342,0.55799,0.32503,1.7343,1.79107,0.04161,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,39917.4,0.44379,0.48691,0.00662,0.69656,0.47395,0.55813,0.32509,1.73476,1.79197,0.0416,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,40058.2,0.43851,0.49066,0.00649,0.69361,0.4746,0.55774,0.32543,1.73442,1.79458,0.0416,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,40199.1,0.43442,0.47862,0.00643,0.69299,0.47489,0.55753,0.32477,1.73519,1.79363,0.04162,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,40339.8,0.43677,0.47386,0.00643,0.69173,0.47599,0.55708,0.3254,1.73675,1.79217,0.04166,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,40481.9,0.43223,0.48941,0.00649,0.69675,0.48212,0.56032,0.32552,1.73585,1.79661,0.04164,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,40623.1,0.44024,0.48707,0.00657,0.69425,0.47875,0.55961,0.32623,1.73624,1.79703,0.04167,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,40765.3,0.43073,0.47604,0.00646,0.68564,0.47759,0.55953,0.32565,1.73617,1.79843,0.04166,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,40906.2,0.42163,0.46281,0.0063,0.69033,0.47626,0.55696,0.32456,1.7371,1.7979,0.04169,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,41047.7,0.42464,0.46526,0.00641,0.69011,0.47662,0.55902,0.32606,1.73575,1.8024,0.04166,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,41188.8,0.42981,0.47281,0.00643,0.68728,0.47667,0.5621,0.32821,1.73687,1.80366,0.04169,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,41329.2,0.40321,0.3307,0.00859,0.68913,0.47633,0.55954,0.32697,1.74023,1.80484,0.04175,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,41468.3,0.38478,0.31018,0.00809,0.69054,0.47657,0.56069,0.32717,1.73921,1.80659,0.04172,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,41607.2,0.37753,0.29026,0.00785,0.68929,0.47548,0.56067,0.3275,1.73572,1.81346,0.04164,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,41746.2,0.37625,0.28345,0.0079,0.69187,0.47487,0.56129,0.32786,1.73927,1.80536,0.04173,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,41885.4,0.36716,0.271,0.00763,0.68787,0.47769,0.56075,0.32852,1.73832,1.80796,0.0417,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,42024.1,0.36757,0.27036,0.00763,0.69071,0.47593,0.56073,0.32814,1.73742,1.812,0.04168,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,42163.3,0.36416,0.26654,0.00752,0.68868,0.47631,0.56017,0.32838,1.73598,1.81858,0.04165,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,42302.1,0.36193,0.27427,0.00741,0.68889,0.47569,0.56001,0.32769,1.73604,1.82101,0.04165,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,42441,0.35968,0.26884,0.00745,0.6998,0.4763,0.56126,0.32851,1.73415,1.82412,0.04162,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,42581,0.36089,0.26793,0.00751,0.7034,0.48141,0.56123,0.32924,1.73586,1.82128,0.04167,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
